COD_MUERTE;SEXO;MES;Muertes;Código de la CIE-10 cuatro caracteres;Descripcion  de códigos mortalidad a cuatro caracteres
P219;Femenino;3;5;P219;Asfixia del nacimiento, no especificada
P219;Femenino;4;10;P219;Asfixia del nacimiento, no especificada
P219;Femenino;5;9;P219;Asfixia del nacimiento, no especificada
P219;Femenino;6;4;P219;Asfixia del nacimiento, no especificada
P219;Femenino;7;4;P219;Asfixia del nacimiento, no especificada
P219;Femenino;8;6;P219;Asfixia del nacimiento, no especificada
P219;Femenino;9;6;P219;Asfixia del nacimiento, no especificada
P219;Femenino;10;5;P219;Asfixia del nacimiento, no especificada
P219;Femenino;11;5;P219;Asfixia del nacimiento, no especificada
P219;Femenino;12;7;P219;Asfixia del nacimiento, no especificada
P220;Masculino;1;27;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Masculino;2;14;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Masculino;3;26;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Masculino;4;18;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Masculino;5;15;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Masculino;6;24;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Masculino;7;23;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Masculino;8;24;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Masculino;9;18;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Masculino;10;18;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Masculino;11;23;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Masculino;12;25;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;1;14;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;2;10;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;3;23;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;4;11;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;5;16;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;6;14;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;7;23;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;8;18;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;9;18;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;10;15;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;11;16;P220;Sindrome de dificultad respiratoria del recien nacido
P220;Femenino;12;11;P220;Sindrome de dificultad respiratoria del recien nacido
P221;Masculino;3;1;P221;Taquipnea transitoria del recien nacido
P221;Masculino;12;1;P221;Taquipnea transitoria del recien nacido
P228;Femenino;1;1;P228;Otras dificultades respiratorias del recien nacido
P228;Femenino;2;1;P228;Otras dificultades respiratorias del recien nacido
P229;Masculino;1;4;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Masculino;2;6;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Masculino;3;5;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Masculino;4;4;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Masculino;5;4;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Masculino;6;4;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Masculino;7;4;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Masculino;8;2;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Masculino;9;2;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Masculino;10;3;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Masculino;11;1;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Masculino;12;2;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Femenino;1;1;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Femenino;2;3;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Femenino;3;2;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Femenino;5;1;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Femenino;7;2;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Femenino;8;3;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Femenino;9;2;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Femenino;10;1;P229;Dificultad respiratoria del recien nacido, no especificada
P229;Femenino;12;1;P229;Dificultad respiratoria del recien nacido, no especificada
P236;Masculino;2;1;P236;Neumonia congenita debida a otros agentes bacterianos
P238;Masculino;12;1;P238;Neumonia congenita debida a otros organismos
P239;Masculino;1;4;P239;Neumonia congenita, organismo no especificado
P239;Masculino;2;6;P239;Neumonia congenita, organismo no especificado
P239;Masculino;3;7;P239;Neumonia congenita, organismo no especificado
P239;Masculino;4;3;P239;Neumonia congenita, organismo no especificado
P239;Masculino;5;5;P239;Neumonia congenita, organismo no especificado
P239;Masculino;6;8;P239;Neumonia congenita, organismo no especificado
P239;Masculino;7;9;P239;Neumonia congenita, organismo no especificado
P239;Masculino;8;8;P239;Neumonia congenita, organismo no especificado
P239;Masculino;9;12;P239;Neumonia congenita, organismo no especificado
P239;Masculino;10;5;P239;Neumonia congenita, organismo no especificado
P239;Masculino;11;6;P239;Neumonia congenita, organismo no especificado
P239;Masculino;12;5;P239;Neumonia congenita, organismo no especificado
P239;Femenino;1;6;P239;Neumonia congenita, organismo no especificado
P239;Femenino;2;2;P239;Neumonia congenita, organismo no especificado
P239;Femenino;3;7;P239;Neumonia congenita, organismo no especificado
P239;Femenino;4;10;P239;Neumonia congenita, organismo no especificado
P239;Femenino;5;7;P239;Neumonia congenita, organismo no especificado
P239;Femenino;6;4;P239;Neumonia congenita, organismo no especificado
P239;Femenino;7;7;P239;Neumonia congenita, organismo no especificado
P239;Femenino;8;6;P239;Neumonia congenita, organismo no especificado
P239;Femenino;9;5;P239;Neumonia congenita, organismo no especificado
P239;Femenino;10;7;P239;Neumonia congenita, organismo no especificado
P239;Femenino;11;11;P239;Neumonia congenita, organismo no especificado
P239;Femenino;12;8;P239;Neumonia congenita, organismo no especificado
P240;Masculino;1;1;P240;Aspiracion neonatal de meconio
P240;Masculino;2;4;P240;Aspiracion neonatal de meconio
P240;Masculino;3;6;P240;Aspiracion neonatal de meconio
P240;Masculino;4;5;P240;Aspiracion neonatal de meconio
P240;Masculino;5;1;P240;Aspiracion neonatal de meconio
P240;Masculino;6;5;P240;Aspiracion neonatal de meconio
P240;Masculino;7;2;P240;Aspiracion neonatal de meconio
P240;Masculino;8;5;P240;Aspiracion neonatal de meconio
P240;Masculino;9;2;P240;Aspiracion neonatal de meconio
P240;Masculino;10;5;P240;Aspiracion neonatal de meconio
P240;Masculino;11;6;P240;Aspiracion neonatal de meconio
P240;Masculino;12;3;P240;Aspiracion neonatal de meconio
P240;Femenino;1;3;P240;Aspiracion neonatal de meconio
P240;Femenino;2;2;P240;Aspiracion neonatal de meconio
P240;Femenino;3;5;P240;Aspiracion neonatal de meconio
P240;Femenino;4;3;P240;Aspiracion neonatal de meconio
P240;Femenino;5;5;P240;Aspiracion neonatal de meconio
P240;Femenino;6;9;P240;Aspiracion neonatal de meconio
P240;Femenino;7;5;P240;Aspiracion neonatal de meconio
P240;Femenino;8;1;P240;Aspiracion neonatal de meconio
P240;Femenino;9;2;P240;Aspiracion neonatal de meconio
P240;Femenino;10;1;P240;Aspiracion neonatal de meconio
P240;Femenino;11;5;P240;Aspiracion neonatal de meconio
P240;Femenino;12;8;P240;Aspiracion neonatal de meconio
P241;Masculino;4;2;P241;Aspiracion neonatal de liquido amniotico y de moco
P241;Masculino;5;1;P241;Aspiracion neonatal de liquido amniotico y de moco
P241;Femenino;2;1;P241;Aspiracion neonatal de liquido amniotico y de moco
P241;Femenino;8;1;P241;Aspiracion neonatal de liquido amniotico y de moco
P241;Femenino;9;1;P241;Aspiracion neonatal de liquido amniotico y de moco
P243;Masculino;1;5;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Masculino;2;4;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Masculino;3;7;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Masculino;4;2;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Masculino;6;6;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Masculino;7;3;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Masculino;8;3;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Masculino;9;4;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Masculino;10;7;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Masculino;11;5;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Masculino;12;3;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;1;2;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;2;2;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;3;1;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;4;3;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;5;3;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;6;1;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;7;3;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;8;1;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;9;1;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;10;2;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;11;4;P243;Aspiracion neonatal de leche y alimento regurgitado
P243;Femenino;12;1;P243;Aspiracion neonatal de leche y alimento regurgitado
P248;Femenino;12;1;P248;Otros sindromes de aspiracion neonatal
P249;Masculino;1;6;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Masculino;2;4;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Masculino;3;3;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Masculino;4;4;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Masculino;5;3;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Masculino;6;3;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Masculino;7;7;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Masculino;8;4;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Masculino;9;4;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Masculino;10;3;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Masculino;11;3;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Masculino;12;3;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Femenino;1;1;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Femenino;3;3;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Femenino;4;2;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Femenino;5;2;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Femenino;6;3;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Femenino;7;2;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Femenino;9;4;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Femenino;10;5;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Femenino;11;2;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P249;Femenino;12;3;P249;Sindrome de aspiracion neonatal, sin otra especificacion
P250;Masculino;3;1;P250;Enfisema intersticial originado en el periodo perinatal
P250;Femenino;5;1;P250;Enfisema intersticial originado en el periodo perinatal
P251;Masculino;2;2;P251;Neumotorax originado en el periodo perinatal
P251;Masculino;3;1;P251;Neumotorax originado en el periodo perinatal
P251;Masculino;6;1;P251;Neumotorax originado en el periodo perinatal
P251;Masculino;7;1;P251;Neumotorax originado en el periodo perinatal
P251;Masculino;8;3;P251;Neumotorax originado en el periodo perinatal
P251;Masculino;11;1;P251;Neumotorax originado en el periodo perinatal
P251;Masculino;12;1;P251;Neumotorax originado en el periodo perinatal
P251;Femenino;2;1;P251;Neumotorax originado en el periodo perinatal
P251;Femenino;3;1;P251;Neumotorax originado en el periodo perinatal
P251;Femenino;6;1;P251;Neumotorax originado en el periodo perinatal
P251;Femenino;8;2;P251;Neumotorax originado en el periodo perinatal
P251;Femenino;9;1;P251;Neumotorax originado en el periodo perinatal
P251;Femenino;11;2;P251;Neumotorax originado en el periodo perinatal
P253;Femenino;7;1;P253;Neumopericardio originado en el periodo perinatal
P261;Masculino;1;1;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Masculino;3;1;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Masculino;4;4;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Masculino;5;2;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Masculino;6;2;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Masculino;7;3;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Masculino;8;1;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Masculino;9;3;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Masculino;10;2;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Masculino;11;2;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Masculino;12;4;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Femenino;3;4;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Femenino;4;2;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Femenino;5;1;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Femenino;6;3;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Femenino;7;1;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Femenino;9;2;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Femenino;10;2;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
P261;Femenino;11;2;P261;Hemorragia pulmonar masiva originada en el periodo perinatal
